timestamp,Panther_education_Teofila,Panther_education_Jerome,Panther_education_Misty,Panther_education_Tina,Panther_education_Janis,Panther_education_Quintin,Panther_education_Violet,Panther_education_Edna,Panther_education_Sophia,Panther_education_Hugh,Panther_education_Annetta,Panther_education_Ivan,Panther_education_Alecia,Panther_education_Rosalie,Panther_education_Jonathan
2016-07-02 03:00:00,94.6152,461.9892,40.6478,10.202,11.2822,133.4258,176.03400000000002,87.2168,149.2288,603.2764,83.9162,102.2597,183.6354,74.0143,3.9598
2016-07-02 04:00:00,94.8673,463.9895,40.8079,7.6015,10.362,133.4258,175.0738,95.6185,149.2288,603.7565,86.8167,97.6989,179.6347,71.8139,4.0318
2016-07-02 05:00:00,120.5573,465.3898,40.4078,7.8015,11.3622,133.4258,168.6726,93.018,149.2288,602.5563,92.9179,102.7398,179.2346,74.8144,3.9608
2016-07-02 06:00:00,151.2562,464.9897,40.0077,7.1014,9.8819,133.4258,168.3525,113.4219,148.0286,603.2364,102.2197,112.1016,276.0533,76.0147,3.8568
2016-07-02 07:00:00,131.8904,469.6906,40.4078,4.3008,9.4818,133.4258,167.3923,120.0232,144.0278,597.2353,97.4188,156.0301,314.8608,75.2145,3.3957
2016-07-02 08:00:00,115.3132,464.6897,39.2076,9.1018,14.7628,133.4258,182.4352,116.0224,144.0278,598.5155,89.8173,153.1496,318.0614,69.8135,3.4487
2016-07-02 09:00:00,128.3728,465.4898,38.4874,8.7017,19.0037,133.4258,182.7553,109.4211,145.22799999999998,588.9937,88.4171,141.6273,312.4603,69.0133,4.6789
2016-07-02 10:00:00,126.2283,458.6885,39.3676,8.8017,23.6046,133.4258,183.0753,109.4211,151.2292,592.2743,88.31700000000001,136.1063,316.4611,69.6134,5.4821
2016-07-02 11:00:00,133.3447,457.7884,38.6474,13.7027,25.4449,133.4258,189.1565,109.4211,153.2296,594.7548,87.7169,137.5465,312.8604,70.6136,6.2612
2016-07-02 12:00:00,132.6026,462.1892,39.2076,12.1023,25.925,133.4258,186.276,112.8218,148.4287,598.9156,88.117,138.7468,322.0621,70.6136,6.5263
2016-07-02 13:00:00,124.569,465.1898,39.6876,16.5032,26.3251,133.4258,178.2744,113.0218,144.828,616.799,77.715,140.1871,326.46299999999997,71.6138,7.2274
2016-07-02 14:00:00,123.3658,468.9905,39.4476,16.1031,27.0452,133.4258,177.6343,111.6215,141.6273,617.9993,85.5165,134.1859,326.0629,72.0139,7.2194
2016-07-02 15:00:00,128.1287,469.9907,39.2076,15.9031,24.8048,133.4258,167.7124,110.2213,141.2273,614.7186,78.1151,141.1472,324.0625,69.8135,6.3462
2016-07-02 16:00:00,132.2475,473.0913,36.8871,14.1027,13.5626,133.4258,147.5485,111.0214,142.4275,612.1982,84.8164,137.5465,327.6632,65.4126,4.4379
2016-07-02 17:00:00,136.7964,471.691,37.4472,11.9023,10.0819,133.4258,150.109,110.8214,144.0278,609.1176,87.917,131.7854,332.4642,68.4132,4.0178
2016-07-02 18:00:00,137.9046,463.7895,38.4074,11.0021,11.2422,133.4258,148.1886,111.0214,144.4279,604.7567,88.5171,142.8276,330.8639,67.8131,4.0188
2016-07-02 19:00:00,130.4742,463.3894,38.4074,11.1021,10.402,133.4258,152.0294,111.4215,143.2276,601.9162,86.8167,131.0653,318.0614,68.0131,3.8958
2016-07-02 20:00:00,150.5891,455.3879,39.3676,7.8015,10.9621,133.4258,152.9895,110.8214,142.4275,596.035,90.6175,137.3065,313.2605,68.8133,3.8527
2016-07-02 21:00:00,136.8974,456.8882,40.1678,9.7019,10.6821,133.4258,152.6694,112.6217,145.6281,588.9536,100.2194,147.3885,320.4618,70.2135,4.1478
2016-07-02 22:00:00,151.2212,458.9886,38.5674,8.3016,9.5218,133.4258,150.109,97.2188,148.8287,591.7542,96.2186,130.8253,328.0633,73.4142,4.0528
2016-07-02 23:00:00,96.7347,453.8876,39.4476,6.5013,10.442,133.4258,150.429,93.018,145.22799999999998,598.1554,81.1157,102.7398,246.8476,74.2143,3.9928
2016-07-03 00:00:00,98.1369,457.5883,41.368,10.102,9.4018,133.4258,147.8685,87.0168,143.2276,600.956,83.016,107.7808,191.2369,73.6142,4.0818
2016-07-03 01:00:00,96.0015,454.3877,40.0077,8.0015,9.0817,133.4258,146.9083,85.0164,143.6277,605.0768,82.816,109.2211,182.0351,74.6144,3.7937
2016-07-03 02:00:00,95.4664,454.4877,40.2478,7.6015,9.1618,133.4258,145.9482,84.8164,143.2276,602.2762,82.816,98.1789,190.4367,71.6138,3.8568
2016-07-03 03:00:00,96.9577,453.7876,42.1681,8.5016,9.0417,133.4258,145.6281,85.0164,142.8276,602.3962,82.7159,99.6192,186.0359,72.2139,3.9508
2016-07-03 04:00:00,95.7785,455.1879,40.4078,6.4012,9.0017,133.4258,146.2682,92.0178,143.6277,604.2766,84.6163,102.9799,182.0351,72.61399999999999,3.7427
2016-07-03 05:00:00,119.9151,453.7876,40.4878,7.7015,8.9217,133.4258,146.5883,88.21700000000001,143.2276,607.9973,92.1178,106.8206,180.0347,72.0139,3.8377
2016-07-03 06:00:00,146.8993,450.987,41.288,6.5013,8.8817,133.4258,143.7077,108.2209,141.6273,603.4764,97.2188,107.7808,284.4549,75.0145,3.6137
2016-07-03 07:00:00,127.5596,454.2877,40.0077,4.4008,8.4416,133.4258,150.109,109.4211,138.4267,597.1553,96.8187,154.8299,317.6613,71.4138,3.3226
2016-07-03 08:00:00,122.3836,449.1867,40.1678,8.7017,13.4026,133.4258,165.4719,108.4209,137.6266,597.7553,89.3172,160.591,325.2628,67.613,3.5727
2016-07-03 09:00:00,128.1367,449.0867,39.2076,7.9015,15.8031,133.4258,168.3525,110.0212,137.6266,594.4347,86.9168,140.4271,321.6621,69.0133,4.3628
2016-07-03 10:00:00,134.0069,452.1873,39.3676,9.2018,23.4045,133.4258,172.8333,111.8216,137.2265,600.2358,87.4169,138.2667,324.0625,70.2135,5.1770000000000005
2016-07-03 11:00:00,135.7942,457.8884,54.4105,12.9025,33.0864,133.4258,181.155,113.4219,137.6266,609.7577,86.8167,140.9072,324.8627,71.4138,6.0722
2016-07-03 12:00:00,127.2525,460.5889,38.1674,11.2022,35.0868,133.4258,175.7139,113.0218,137.6266,603.2764,87.6169,140.6671,320.4619,70.2135,6.4292
2016-07-03 13:00:00,130.1731,460.7889,39.6876,16.0031,32.6863,133.4258,177.6343,113.822,137.6266,607.4772,80.0154,138.7468,326.8631,70.2135,6.2922
2016-07-03 14:00:00,137.1835,465.1898,39.4476,14.7028,31.326,133.4258,183.7155,113.822,137.6266,612.0781,84.8164,136.5864,319.6617,71.4138,6.9443
2016-07-03 15:00:00,124.9201,467.6903,40.5678,16.7032,33.1264,133.4258,180.5148,115.0222,137.6266,615.2387,78.1151,142.5875,316.061,72.0139,6.8173
2016-07-03 16:00:00,131.2383,470.6908,40.2478,16.5032,25.2049,133.4258,176.03400000000002,115.8224,138.8268,609.6777,85.2165,138.0266,318.4615,71.6138,6.5483
2016-07-03 17:00:00,131.8174,469.4906,46.489,16.5032,18.9237,133.4258,182.7553,118.0228,138.8268,617.0791,77.615,138.5067,318.4615,71.8139,6.1202
2016-07-03 18:00:00,129.0749,460.0888,42.0881,16.7032,19.7238,133.4258,176.03400000000002,116.2224,139.2269,612.2382,87.6169,135.3861,308.4595,72.0139,6.2332
2016-07-03 19:00:00,130.8573,457.5883,38.5674,17.0033,19.3637,133.4258,175.7139,110.8214,138.8268,608.7175,90.2174,144.0278,302.8584,71.6138,6.3592
2016-07-03 20:00:00,141.8244,455.2878,38.2474,13.9027,16.1231,133.4258,165.4719,112.0216,141.6273,605.3168,91.2176,133.4658,308.0594,70.8137,5.165
2016-07-03 21:00:00,148.2916,456.6881,37.2072,14.9029,13.4426,133.4258,163.5516,113.2219,144.0278,598.3155,101.3195,148.5887,326.8631,71.0137,5.005
2016-07-03 22:00:00,140.4111,456.1880000000001,38.0874,12.8025,11.6022,133.4258,159.0707,98.8191,143.6277,591.1941,95.8185,135.3861,320.4619,70.4136,4.5739
2016-07-03 23:00:00,104.1691,456.5881,38.8875,10.102,11.8423,133.4258,159.0707,95.6185,143.2276,589.3537,81.6158,102.2597,238.8461,70.8137,4.5139
2016-07-04 00:00:00,102.3737,452.7874,40.4078,12.3024,12.8025,133.4258,165.4719,85.2165,142.0274,590.634,81.6158,102.9799,191.637,70.6136,4.8029
2016-07-04 01:00:00,99.5722,456.7881,40.4878,10.402,12.0023,133.4258,158.7506,86.8167,142.4275,593.8346,82.5159,108.0208,182.4352,70.2135,4.2998
2016-07-04 02:00:00,95.5955,453.4875,39.2876,11.0021,11.8423,133.4258,160.3509,85.6165,142.4275,583.8327,75.8146,98.1789,181.6351,70.2135,4.2908
2016-07-04 03:00:00,96.5946,453.0874,39.8477,10.502,10.362,133.4258,160.351,88.01700000000001,142.4275,592.8344,81.9158,103.9401,182.0351,70.6136,4.1968
2016-07-04 04:00:00,95.9385,456.4881,41.368,8.7017,11.0021,133.4258,155.8701,89.6173,143.6277,593.0744,87.5169,100.8194,180.8349,71.4138,4.1108
2016-07-04 05:00:00,123.1688,454.5877,40.2478,11.2022,9.9219,133.4258,149.4688,87.2168,143.2276,593.0744,92.4178,101.2996,180.0347,71.0137,3.9177
2016-07-04 06:00:00,156.8323,453.7876,39.3676,7.5014,10.282,133.4258,150.109,108.4209,141.2273,597.6753,100.5194,114.2621,282.0544,74.0143,3.8878
2016-07-04 07:00:00,132.7686,447.5864,40.2478,5.6011,9.8819,133.4258,157.4704,110.6213,138.4267,599.2756,96.7187,156.9903,316.061,70.4136,3.6307
2016-07-04 08:00:00,106.8186,447.7864,40.4078,9.3018,14.4828,133.4258,167.3923,108.821,138.0266,596.4751,90.3174,153.1496,316.4611,69.2133,4.1368
2016-07-04 09:00:00,132.2945,451.0871,39.0475,9.6019,18.4436,133.4258,170.2728,109.2211,137.2265,600.756,88.31700000000001,139.2269,328.0633,70.6136,5.41
2016-07-04 10:00:00,127.6406,454.9878,39.3676,12.3024,23.8046,133.4258,173.4735,109.021,137.6266,606.0369,88.7171,145.9482,328.8635,72.2139,5.9091
2016-07-04 11:00:00,137.8106,456.4881,39.3676,14.1027,25.925,133.4258,180.5148,108.2209,137.6266,612.7582,88.21700000000001,140.9072,322.4622,73.2141,6.9363
2016-07-04 12:00:00,134.1819,460.1888,39.3676,12.6024,25.4849,133.4258,182.1151,109.4211,137.2265,602.7963,82.3159,139.2269,311.2601,73.4142,6.6913
2016-07-04 13:00:00,132.2145,467.2902,39.0475,17.1033,23.5245,133.4258,180.5148,114.6221,138.0267,606.8371,77.0149,137.5465,308.8596,74.0143,6.5383
2016-07-04 14:00:00,140.2271,477.6922,38.8875,17.1033,26.1651,133.4258,195.5577,113.822,138.4267,609.3176,81.1157,144.0278,310.86,74.2143,7.3994
2016-07-04 15:00:00,133.3207,490.6947,39.6076,17.9034,26.6051,133.4258,189.1565,112.8218,141.2273,613.5984,79.5153,140.1871,303.6586,67.21300000000001,7.0084
2016-07-04 16:00:00,127.4356,483.0932,39.5276,17.7034,26.085,133.4258,189.1565,110.2213,140.4271,606.5169999999999,81.7158,134.42600000000002,305.659,53.6103,7.4354
2016-07-04 17:00:00,133.4828,480.0926,39.3676,17.7034,21.3241,133.4258,172.8333,113.6219,140.4271,605.7169,80.7156,143.5477,318.0614,53.6103,6.2372
2016-07-04 18:00:00,139.889,479.6925,39.7677,18.0035,19.6038,133.4258,183.3954,113.6219,140.8272,608.9575,82.816,139.947,318.8615,52.0101,6.2002
2016-07-04 19:00:00,128.3678,477.1921,39.8477,17.2033,20.2039,133.4258,177.3142,115.6223,140.8272,595.0748,91.3176,140.6671,318.0614,51.81,6.5453
2016-07-04 20:00:00,153.2276,473.7914,39.9277,15.703,16.9633,133.4258,163.5516,111.6215,140.8272,588.9937,84.6163,139.7069,320.4618,51.2099,5.271
2016-07-04 21:00:00,142.1074,477.3921,39.0475,16.9033,15.2829,133.4258,164.1917,116.6225,143.6277,574.2308,103.62,147.3884,317.2612,51.2099,5.353
2016-07-04 22:00:00,144.0828,472.6912,38.4874,14.3028,14.8429,133.4258,163.8716,101.8196,143.2276,565.9492,96.6187,138.5067,312.8604,51.4099,5.332000000000001
2016-07-04 23:00:00,107.5857,467.2902,41.288,13.3026,14.8429,133.4258,164.1917,95.0183,144.0278,585.3530000000001,78.7152,103.46,235.6455,53.2103,5.164
2016-07-05 00:00:00,103.5,459.9888,40.0877,12.5024,14.0827,133.4258,167.3923,87.4169,143.2276,584.5528,75.6146,104.4201,190.8368,53.2103,4.6549
2016-07-05 01:00:00,101.9907,461.7891,41.8481,11.9023,15.2029,133.4258,167.7124,87.0168,144.0278,602.1162,83.116,108.2609,184.8357,52.6101,4.979
2016-07-05 02:00:00,104.1561,459.9888,41.7681,13.8027,13.3226,133.4258,167.0722,87.2168,143.2276,591.3541,83.6161,99.8593,190.8368,52.2101,4.7599
2016-07-05 03:00:00,105.1563,461.9892,40.8079,12.3024,12.5624,133.4258,159.3908,88.4171,144.0278,593.0744,82.916,100.5794,206.8399,52.2101,4.5279
2016-07-05 04:00:00,107.7858,462.6893,40.4878,9.9019,12.1624,133.4258,158.7506,93.8181,144.4279,591.7942,83.3161,101.5396,188.4364,51.6099,4.4619
2016-07-05 05:00:00,140.4171,458.8885,41.8481,11.9023,11.8823,133.4258,168.0324,92.2178,143.6277,596.3951,95.1184,104.9003,184.0355,51.81,4.2758
2016-07-05 06:00:00,164.6648,460.2888,40.9679,9.8019,12.8425,133.4258,165.792,116.8226,142.0274,592.7944,115.0222,114.022,252.0487,51.6099,4.1068
2016-07-05 07:00:00,146.4133,462.5893,40.4878,7.9015,12.8425,133.4258,167.0722,125.0241,138.4267,595.5949,111.2215,163.9516,305.659,51.0099,4.1818
2016-07-05 08:00:00,162.8334,475.8918,41.368,9.5018,21.004,133.4258,170.2728,131.0253,140.4271,603.8365,115.7223,164.1917,322.0621,52.0101,4.4209
2016-07-05 09:00:00,171.7281,500.5966,14.3228,8.8017,25.0448,133.4258,173.7935,148.4287,147.6285,605.3168,120.5233,157.2303,319.2616,52.6101,5.5061
2016-07-05 10:00:00,185.1557,511.6987,39.2876,13.4026,29.8858,133.4258,179.2346,158.8306,161.2311,622.7602,128.6248,165.6319,326.46299999999997,52.6101,7.1364
2016-07-05 11:00:00,190.0627,528.1019,38.9675,14.3028,35.6069,133.4258,194.5976,158.0305,158.4306,637.563,126.7245,155.55,324.0625,55.4107,8.5066
2016-07-05 12:00:00,193.9224,538.2038,39.3676,16.4032,37.6663,133.4258,198.1182,162.8314,154.8299,616.4389,122.4236,158.9107,324.4626,75.2145,7.5575
2016-07-05 13:00:00,194.0114,535.6033,38.9675,18.0035,43.0933,133.4258,198.1182,160.431,157.2303,530.2623,120.2232,170.91299999999998,316.4611,75.8146,8.3926
2016-07-05 14:00:00,196.1098,537.1037,39.2076,17.1033,42.3572,133.4258,203.8794,160.2309,154.4298,574.5109,126.1243,165.1519,319.6617,62.412,8.0415
2016-07-05 15:00:00,190.9508,537.4037,39.6076,18.5036,39.4606,133.4258,197.4781,157.4304,151.6292,645.2845,116.9226,155.7901,320.0618,54.6105,7.8375
2016-07-05 16:00:00,185.1437,539.7041,38.8875,18.6036,24.6938,133.4258,195.8778,151.0292,147.2284,647.4049,108.5209,160.83100000000002,321.262,55.8108,7.9465
2016-07-05 17:00:00,166.2051,536.6035,39.6876,18.3035,28.5655,133.4258,196.5179,142.0274,144.828,642.524,112.4217,150.0289,307.6594,54.8106,8.3636
2016-07-05 18:00:00,155.406,522.1008,40.2478,18.4035,29.2396,133.4258,195.8778,139.4269,140.4271,634.7225,104.9202,144.5079,299.6578,54.0104,10.504
2016-07-05 19:00:00,145.3271,503.7972,40.1678,18.8036,25.5969,133.4258,185.9559,132.4256,138.4267,622.6402,95.3184,141.3873,289.2558,52.2101,12.2104
2016-07-05 20:00:00,155.1229,484.4935,40.2478,17.6034,19.0827,133.4258,177.9544,127.8247,140.02700000000002,606.7571,103.82,140.1871,285.6551,63.0122,9.9919
2016-07-05 21:00:00,162.2623,483.7933,39.3676,17.7034,17.3413,133.4258,170.91299999999998,127.0245,143.6277,585.633,109.7212,148.5887,287.2554,68.4132,7.3194
2016-07-05 22:00:00,146.8823,473.4914,38.8875,15.2029,17.6664,133.4258,174.1136,103.2199,142.0274,565.069,108.3209,135.8662,279.654,67.613,6.4232
2016-07-05 23:00:00,107.6408,464.8897,40.4878,16.1031,16.8312,133.4258,175.7139,105.4203,143.2276,589.6738,79.5153,104.9003,225.2435,69.4134,6.7603
2016-07-06 00:00:00,105.2633,465.7899,41.8481,14.7028,16.2381,133.4258,167.0722,95.0183,142.0274,589.1937,84.8164,105.1403,186.436,69.0133,5.9041
2016-07-06 01:00:00,100.2283,464.5897,41.608,12.3024,16.1981,133.4258,166.1121,93.418,142.0274,592.3943,78.5152,109.4611,204.4394,69.2133,5.9411
2016-07-06 02:00:00,104.6232,467.0901,42.8083,15.2029,16.0091,133.4258,164.1917,94.4182,142.0274,594.0746,85.3165,99.3792,206.4398,68.6133,5.8981
2016-07-06 03:00:00,104.0541,466.29,42.5682,13.4026,15.1959,133.4258,167.7124,87.2168,141.6273,594.9148,84.2163,102.0197,188.4364,68.2132,5.9481
2016-07-06 04:00:00,105.7624,466.8901,41.9281,12.9025,15.404000000000002,133.4258,168.6726,97.0187,142.4275,594.8348,86.8167,98.8991,180.0347,67.8131,5.377999999999999
2016-07-06 05:00:00,131.3383,467.3902,41.208,13.1025,14.5148,133.4258,167.0722,111.0214,141.6273,591.6342,97.7189,104.1801,180.0347,67.613,5.6411
2016-07-06 06:00:00,169.0466,464.1896,40.9679,9.2018,13.7267,133.4258,165.1519,127.6246,139.2269,590.594,116.5225,121.7035,272.8526,66.2128,5.143
2016-07-06 07:00:00,156.6332,460.5889,42.4882,11.1021,13.5456,133.4258,166.1121,132.2255,136.8264,596.5151,109.6212,165.6319,296.8573,66.6128,5.1080000000000005
2016-07-06 08:00:00,157.4974,462.1892,43.9285,11.6022,17.0683,133.4258,171.233,142.2274,137.6266,602.2762,110.8214,174.7537,306.4591,66.8129,5.4639999999999995
2016-07-06 09:00:00,175.4349,503.1971,49.2895,10.0019,22.8144,133.4258,171.233,163.0315,142.0274,613.3584,130.6252,196.5979,298.0575,67.613,6.6953
2016-07-06 10:00:00,190.1137,517.4999,45.2887,14.8029,35.2898,133.4258,173.1534,176.03400000000002,147.6285,637.043,135.7262,174.7537,318.4615,69.8135,7.5065
2016-07-06 11:00:00,191.3659,529.3021,37.2072,15.503,36.6611,133.4258,197.158,179.8347,149.2288,647.2449,147.8285,177.3942,327.2632,70.0135,7.7055
2016-07-06 12:00:00,196.745,530.9025,36.8071,17.8034,37.5852,133.4258,193.3173,189.6366,147.2284,653.086,143.9278,182.4352,321.6621,69.4134,7.7395
2016-07-06 13:00:00,200.6787,536.9036,37.5272,17.0033,36.9421,133.4258,195.8778,184.6356,151.6292,644.8844,141.1272,180.5148,313.6605,72.0139,8.4956
2016-07-06 14:00:00,204.7745,542.7047,37.8473,18.7036,43.3994,133.4258,198.7583,181.0349,161.2311,641.0837,133.2257,187.4762,317.2612,73.2141,8.0255
2016-07-06 15:00:00,189.0485,546.8055,38.4874,18.1035,34.9378,133.4258,202.9192,178.8345,154.4298,657.0468,126.3244,183.8755,315.2608,72.61399999999999,8.0486
2016-07-06 16:00:00,186.614,542.7047,38.3274,18.4035,40.9769,133.4258,206.7599,179.4346,150.429,646.7648,123.6239,183.3954,314.4607,72.61399999999999,9.6199
2016-07-06 17:00:00,165.817,538.904,39.0475,18.0035,33.8255,133.4258,207.08,159.0307,146.8283,640.2436,112.1216,168.2725,304.8588,72.414,8.8087
2016-07-06 18:00:00,151.1762,523.401,39.6876,18.3035,31.366,133.4258,206.4398,151.4292,139.6269,632.362,101.9197,165.1519,292.4564,73.2141,9.4318
2016-07-06 19:00:00,144.2498,504.6974,39.3676,17.8034,27.3773,133.4258,199.3985,138.4267,139.6269,623.0802,104.3201,160.83100000000002,286.8553,69.8135,11.3322
2016-07-06 20:00:00,148.9297,493.5952,39.4476,17.2033,23.7186,133.4258,180.8349,136.2263,142.4275,619.5996,103.4199,155.7901,284.4549,69.6134,10.249
2016-07-06 21:00:00,148.7577,487.6941,38.4074,15.9031,22.1433,133.4258,168.6726,139.4269,143.6277,591.5942,109.7212,177.6343,285.6551,67.8131,6.8793
2016-07-06 22:00:00,132.0515,483.0932,38.0874,13.2026,21.6282,133.4258,169.6327,110.0212,142.8276,571.4302,105.3203,143.3076,282.4545,68.4132,6.4452
2016-07-06 23:00:00,103.2869,470.3908,40.5678,14.0027,19.7858,133.4258,167.7124,118.2228,142.8276,592.0743,86.7167,113.7819,223.6432,68.2132,6.3822
2016-07-07 00:00:00,102.5638,468.3904,40.2478,11.7023,19.5348,133.4258,160.671,106.6206,142.4275,597.9954,84.4163,112.8218,185.2357,68.0131,5.4661
2016-07-07 01:00:00,102.5088,469.3906,42.0881,11.3022,19.9839,133.4258,164.8318,102.8199,142.4275,602.2762,86.5167,115.4623,182.4352,67.8131,4.971
2016-07-07 02:00:00,102.0117,464.8897,42.1681,9.4018,19.0987,133.4258,170.2729,102.4198,141.6273,601.6761,85.9166,104.1801,179.6347,68.0131,5.053999999999999
2016-07-07 03:00:00,105.8354,465.7899,41.448,9.8019,20.3469,133.4258,168.0324,99.0191,141.6273,598.4755,85.7165,108.2609,181.235,67.8131,4.98
2016-07-07 04:00:00,104.7862,462.1892,41.288,12.1023,19.2327,133.4258,171.8732,104.6202,142.4275,604.3966,93.318,111.1414,179.2346,67.6131,4.8419
2016-07-07 05:00:00,132.6186,462.4892,42.8083,11.1021,19.1927,133.4258,170.5929,115.0222,142.0274,598.9556,97.3188,110.6614,177.6343,67.0129,4.8999
2016-07-07 06:00:00,164.7448,456.7881,40.6478,8.4016,19.4228,133.4258,168.0324,130.0251,140.8272,597.0752,121.0233,130.3451,273.2527,67.0129,4.6829
2016-07-07 07:00:00,152.1554,455.1878,41.608,10.602,20.577,133.4258,170.5929,134.2259,137.6266,599.3557,107.2207,155.0699,306.4591,67.0129,4.2058
2016-07-07 08:00:00,156.2391,467.7903,42.1681,9.0017,34.2766,133.4258,179.8747,146.4283,138.8268,602.4362,133.5258,160.591,311.6601,66.8129,5.018
2016-07-07 09:00:00,178.8145,498.9963,39.6076,9.5018,34.7737,133.4258,181.7951,164.8318,144.4279,592.5143,145.5281,161.7912,316.8612,67.8131,6.0832
2016-07-07 10:00:00,189.2135,514.4993,39.7677,11.3022,35.5559,133.4258,183.3954,176.03400000000002,151.6292,611.2379,145.328,179.7947,331.2639,69.2133,7.6635
